시도,군구,관광지명,유료/무료,내/외국인,연도월,입장객수
경상남도,통합창원시,창원경륜장,유료,내국인,2018년 11월,30790
경상남도,통합창원시,창원경륜장,유료,외국인,2018년 11월,0
경상남도,통합창원시,창원과학체험관,유료,내국인,2018년 11월,18058
경상남도,통합창원시,창원과학체험관,유료,외국인,2018년 11월,0
경상남도,통합창원시,창원컨트리클럽,유료,내국인,2018년 11월,9419
경상남도,통합창원시,창원컨트리클럽,유료,외국인,2018년 11월,18
경상남도,통합창원시,창원해양공원,유료,내국인,2018년 11월,38973
경상남도,통합창원시,창원해양공원,유료,외국인,2018년 11월,143
경상남도,통합창원시,군항문화탐방,무료,내국인,2018년 11월,592
경상남도,통합창원시,봉암유원지,무료,내국인,2018년 11월,20720
경상남도,통합창원시,저도비치로드,무료,내국인,2018년 11월,12283
경상남도,통합창원시,주기철목사기념관,무료,내국인,2018년 11월,1390
경상남도,통합창원시,주남저수지,무료,내국인,2018년 11월,9181
경상남도,통합창원시,진해내수면환경생태공원,무료,내국인,2018년 11월,53999
경상남도,통합창원시,창원단감테마공원,무료,내국인,2018년 11월,22151
경상남도,통합창원시,창원의집,무료,내국인,2018년 11월,10305
경상남도,통합창원시,콰이강의다리 스카이워크,무료,내국인,2018년 11월,32093
경상남도,통합창원시,해양드라마세트장,무료,내국인,2018년 11월,21428
경상남도,진주시,산림박물관,유료,내국인,2018년 11월,68439
경상남도,진주시,산림박물관,유료,외국인,2018년 11월,0
경상남도,진주시,진양호 동물원,유료,내국인,2018년 11월,9486
경상남도,진주시,진양호 동물원,유료,외국인,2018년 11월,14
경상남도,진주시,진주성,유료,내국인,2018년 11월,114446
경상남도,진주시,진주성,유료,외국인,2018년 11월,1124
경상남도,진주시,진주시립이성자미술관,유료,내국인,2018년 11월,15
경상남도,진주시,진주청동기문화박물관,유료,내국인,2018년 11월,4496
경상남도,진주시,진주청동기문화박물관,유료,외국인,2018년 11월,0
경상남도,통영시,매물도,유료,내국인,2018년 11월,9619
경상남도,통영시,매물도,유료,외국인,2018년 11월,-
경상남도,통영시,사량도,유료,내국인,2018년 11월,40897
경상남도,통영시,사량도,유료,외국인,2018년 11월,-
경상남도,통영시,"연대도,만지도",유료,내국인,2018년 11월,16050
경상남도,통영시,욕지도,유료,내국인,2018년 11월,22355
경상남도,통영시,욕지도,유료,외국인,2018년 11월,-
경상남도,통영시,유람선터미널,유료,내국인,2018년 11월,14082
경상남도,통영시,유람선터미널,유료,외국인,2018년 11월,171
경상남도,통영시,장사도해상공원,유료,내국인,2018년 11월,12319
경상남도,통영시,장사도해상공원,유료,외국인,2018년 11월,0
경상남도,통영시,통영 옻칠미술관,유료,내국인,2018년 11월,570
경상남도,통영시,통영 옻칠미술관,유료,외국인,2018년 11월,16
경상남도,통영시,통영루지,유료,내국인,2018년 11월,57921
경상남도,통영시,통영시립박물관,유료,내국인,2018년 11월,0
경상남도,통영시,통영시립박물관,유료,외국인,2018년 11월,0
경상남도,통영시,통영케이블카,유료,내국인,2018년 11월,80872
경상남도,통영시,통영케이블카,유료,외국인,2018년 11월,873
경상남도,통영시,통제영지 세병관,유료,내국인,2018년 11월,7180
경상남도,통영시,통제영지 세병관,유료,외국인,2018년 11월,78
경상남도,통영시,한산도 제승당,유료,내국인,2018년 11월,14324
경상남도,통영시,한산도 제승당,유료,외국인,2018년 11월,-
경상남도,통영시,달아공원,무료,내국인,2018년 11월,23874
경상남도,통영시,동피랑마을,무료,내국인,2018년 11월,135345
경상남도,통영시,박경리기념관,무료,내국인,2018년 11월,12263
경상남도,통영시,벽방산(안정사),무료,내국인,2018년 11월,8519
경상남도,통영시,서피랑,무료,내국인,2018년 11월,12113
경상남도,통영시,이순신공원,무료,내국인,2018년 11월,29243
경상남도,사천시,사천바다케이블카,유료,내국인,2018년 11월,81284
경상남도,사천시,사천컨트리클럽,유료,내국인,2018년 11월,12634
경상남도,사천시,사천컨트리클럽,유료,외국인,2018년 11월,-
경상남도,사천시,삼삼cc,유료,내국인,2018년 11월,4756
경상남도,사천시,삼천포유람선,유료,내국인,2018년 11월,18619
경상남도,사천시,세계문화콘텐츠 상설공연,유료,내국인,2018년 11월,5820
경상남도,사천시,타니컨트리클럽,유료,내국인,2018년 11월,12648
경상남도,사천시,타니컨트리클럽,유료,외국인,2018년 11월,-
경상남도,사천시,항공우주박물관,유료,내국인,2018년 11월,14101
경상남도,김해시,가야 컨트리클럽,유료,내국인,2018년 11월,20500
경상남도,김해시,가야랜드,유료,내국인,2018년 11월,5654
경상남도,김해시,김해가야테마파크,유료,내국인,2018년 11월,19284
경상남도,김해시,김해낙동강레일파크,유료,내국인,2018년 11월,24367
경상남도,김해시,김해상록GC,유료,내국인,2018년 11월,7614
경상남도,김해시,김해천문대,유료,내국인,2018년 11월,8470
경상남도,김해시,김해천문대,유료,외국인,2018년 11월,-
경상남도,김해시,대동승마랜드,유료,내국인,2018년 11월,798
경상남도,김해시,대동승마랜드,유료,외국인,2018년 11월,-
경상남도,김해시,롯데워터파크,유료,내국인,2018년 11월,11646
경상남도,김해시,부경동물원,유료,내국인,2018년 11월,4568
경상남도,김해시,장유온천,유료,내국인,2018년 11월,52900
경상남도,김해시,정산컨트리클럽,유료,내국인,2018년 11월,9001
경상남도,김해시,정산컨트리클럽,유료,외국인,2018년 11월,7
경상남도,김해시,클레이아크,유료,내국인,2018년 11월,17103
경상남도,김해시,클레이아크,유료,외국인,2018년 11월,0
경상남도,김해시,한옥체험관,유료,내국인,2018년 11월,513
경상남도,김해시,한옥체험관,유료,외국인,2018년 11월,35
경상남도,김해시,국립 김해 박물관,무료,내국인,2018년 11월,27930
경상남도,김해시,국립 김해 박물관,무료,외국인,2018년 11월,249
경상남도,김해시,노무현대통령생가,무료,내국인,2018년 11월,28597
경상남도,김해시,수로왕릉,무료,내국인,2018년 11월,24805
경상남도,김해시,화포천습지 생태공원,무료,내국인,2018년 11월,4411
경상남도,밀양시,미르피아 오토캠핑장,유료,내국인,2018년 11월,4692
경상남도,밀양시,밀양 얼음골축음기소리박물관,유료,내국인,2018년 11월,647
경상남도,밀양시,밀양꽃새미마을,유료,내국인,2018년 11월,1200
경상남도,밀양시,밀양시립박물관,유료,내국인,2018년 11월,4057
경상남도,밀양시,밀양시립박물관,유료,외국인,2018년 11월,-
경상남도,밀양시,밀양아리랑아트센터,유료,내국인,2018년 11월,5432
경상남도,밀양시,얼음골,유료,내국인,2018년 11월,3784
경상남도,밀양시,얼음골,유료,외국인,2018년 11월,-
경상남도,밀양시,영남알프스 얼음골 케이블카,유료,내국인,2018년 11월,34869
경상남도,밀양시,트윈터널,유료,내국인,2018년 11월,9923
경상남도,밀양시,표충사,유료,내국인,2018년 11월,29000
경상남도,밀양시,표충사,유료,외국인,2018년 11월,-
경상남도,밀양시,경상남도 민물고기 전시관,무료,내국인,2018년 11월,1178
경상남도,밀양시,밀양영남루,무료,내국인,2018년 11월,11320
경상남도,밀양시,사명대사 유적지,무료,내국인,2018년 11월,2085
경상남도,밀양시,표충비각,무료,내국인,2018년 11월,5842
경상남도,거제시,거제맹종죽테마공원,유료,내국인,2018년 11월,9123
경상남도,거제시,거제맹종죽테마공원,유료,외국인,2018년 11월,0
경상남도,거제시,거제박물관,유료,내국인,2018년 11월,637
경상남도,거제시,거제박물관,유료,외국인,2018년 11월,0
경상남도,거제시,거제뷰컨트리클럽,유료,내국인,2018년 11월,9180
경상남도,거제시,거제뷰컨트리클럽,유료,외국인,2018년 11월,0
경상남도,거제시,거제시농업개발원,유료,내국인,2018년 11월,115685
경상남도,거제시,거제시농업개발원,유료,외국인,2018년 11월,0
경상남도,거제시,거제요트학교,유료,내국인,2018년 11월,50
경상남도,거제시,거제요트학교,유료,외국인,2018년 11월,0
경상남도,거제시,거제자연휴양림,유료,내국인,2018년 11월,4629
경상남도,거제시,거제자연휴양림,유료,외국인,2018년 11월,0
경상남도,거제시,거제칠천도크루즈(칠천도~거가대교 코스),유료,내국인,2018년 11월,980
경상남도,거제시,거제칠천도크루즈(칠천도~거가대교 코스),유료,외국인,2018년 11월,0
경상남도,거제시,계도어촌체험마을,유료,내국인,2018년 11월,4371
경상남도,거제시,계도어촌체험마을,유료,외국인,2018년 11월,0
경상남도,거제시,다대어촌체험마을,유료,내국인,2018년 11월,13690
경상남도,거제시,다대어촌체험마을,유료,외국인,2018년 11월,0
경상남도,거제시,도장포어촌체험마을,유료,내국인,2018년 11월,5830
경상남도,거제시,도장포어촌체험마을,유료,외국인,2018년 11월,0
경상남도,거제시,드비치골프클럽,유료,내국인,2018년 11월,7197
경상남도,거제시,드비치골프클럽,유료,외국인,2018년 11월,0
경상남도,거제시,망산(저구삼거리입구),유료,내국인,2018년 11월,989
경상남도,거제시,망산(저구삼거리입구),유료,외국인,2018년 11월,0
경상남도,거제시,매물도 유람선(선착장~매물도 코스),유료,내국인,2018년 11월,10908
경상남도,거제시,매물도 유람선(선착장~매물도 코스),유료,외국인,2018년 11월,0
경상남도,거제시,쌍근어촌체험마을,유료,내국인,2018년 11월,334
경상남도,거제시,쌍근어촌체험마을,유료,외국인,2018년 11월,0
경상남도,거제시,씨라인,유료,내국인,2018년 11월,1500
경상남도,거제시,씨라인,유료,외국인,2018년 11월,0
경상남도,거제시,오션베이,유료,내국인,2018년 11월,4977
경상남도,거제시,오션베이,유료,외국인,2018년 11월,0
경상남도,거제시,옥포대첩기념공원,유료,내국인,2018년 11월,4922
경상남도,거제시,옥포대첩기념공원,유료,외국인,2018년 11월,0
경상남도,거제시,이수도어촌체험마을,유료,내국인,2018년 11월,6433
경상남도,거제시,이수도어촌체험마을,유료,외국인,2018년 11월,0
경상남도,거제시,장사도 유람선(선착장~장사도 코스),유료,내국인,2018년 11월,5831
경상남도,거제시,장사도 유람선(선착장~장사도 코스),유료,외국인,2018년 11월,0
경상남도,거제시,조선해양문화관,유료,내국인,2018년 11월,13209
경상남도,거제시,조선해양문화관,유료,외국인,2018년 11월,0
경상남도,거제시,지심도,유료,내국인,2018년 11월,4950
경상남도,거제시,지심도,유료,외국인,2018년 11월,0
경상남도,거제시,칠천량해전공원,유료,내국인,2018년 11월,2937
경상남도,거제시,칠천량해전공원,유료,외국인,2018년 11월,0
경상남도,거제시,포로수용소유적공원,유료,내국인,2018년 11월,35682
경상남도,거제시,포로수용소유적공원,유료,외국인,2018년 11월,284
경상남도,거제시,해금강 테마박물관,유료,내국인,2018년 11월,2050
경상남도,거제시,해금강 테마박물관,유료,외국인,2018년 11월,40
경상남도,거제시,"해금강,외도",유료,내국인,2018년 11월,47297
경상남도,거제시,"해금강,외도",유료,외국인,2018년 11월,0
경상남도,거제시,계룡산(거제공고 등산로입구),무료,내국인,2018년 11월,0
경상남도,거제시,공곶이,무료,내국인,2018년 11월,2148
경상남도,거제시,김영삼전대통령생가·기록전시관,무료,내국인,2018년 11월,19001
경상남도,거제시,노자산(학동 고개 입구),무료,내국인,2018년 11월,668
경상남도,거제시,대우조선해양,무료,내국인,2018년 11월,1914
경상남도,거제시,대우조선해양,무료,외국인,2018년 11월,193
경상남도,거제시,문동휴양지,무료,내국인,2018년 11월,5449
경상남도,거제시,바람의 언덕,무료,내국인,2018년 11월,42190
경상남도,거제시,삼성중공업,무료,내국인,2018년 11월,0
경상남도,거제시,삼성중공업,무료,외국인,2018년 11월,0
경상남도,거제시,우제봉 전망대,무료,내국인,2018년 11월,1410
경상남도,양산시,내원사,유료,내국인,2018년 11월,47064
경상남도,양산시,내원사,유료,외국인,2018년 11월,-
경상남도,양산시,대운산자연휴양림,유료,내국인,2018년 11월,5458
경상남도,양산시,대운산자연휴양림,유료,외국인,2018년 11월,-
경상남도,양산시,동부산 컨트리클럽,유료,내국인,2018년 11월,11240
경상남도,양산시,동부산 컨트리클럽,유료,외국인,2018년 11월,0
경상남도,양산시,양산에덴밸리스키장,유료,내국인,2018년 11월,18630
경상남도,양산시,양산에덴밸리스키장,유료,외국인,2018년 11월,-
경상남도,양산시,양산컨트리클럽,유료,내국인,2018년 11월,18768
경상남도,양산시,양산컨트리클럽,유료,외국인,2018년 11월,-
경상남도,양산시,에덴밸리 컨트리클럽,유료,내국인,2018년 11월,6069
경상남도,양산시,에덴밸리 컨트리클럽,유료,외국인,2018년 11월,3
경상남도,양산시,에이원 컨트리클럽,유료,내국인,2018년 11월,11116
경상남도,양산시,에이원 컨트리클럽,유료,외국인,2018년 11월,11
경상남도,양산시,통도 환타지아,유료,내국인,2018년 11월,30994
경상남도,양산시,통도 환타지아,유료,외국인,2018년 11월,0
경상남도,양산시,통도사,유료,내국인,2018년 11월,49870
경상남도,양산시,통도사,유료,외국인,2018년 11월,641
경상남도,양산시,통도파인이스트골프장,유료,내국인,2018년 11월,16481
경상남도,양산시,통도파인이스트골프장,유료,외국인,2018년 11월,-
경상남도,양산시,양산시립박물관,무료,내국인,2018년 11월,12135
경상남도,양산시,양산시립박물관,무료,외국인,2018년 11월,0
경상남도,양산시,양산타워,무료,내국인,2018년 11월,12747
경상남도,양산시,양산타워,무료,외국인,2018년 11월,40
경상남도,의령군,충익사,무료,내국인,2018년 11월,18794
경상남도,함안군,입곡군립공원,무료,내국인,2018년 11월,39368
경상남도,함안군,함안박물관,무료,내국인,2018년 11월,9088
경상남도,창녕군,산토끼 노래동산,유료,내국인,2018년 11월,11404
경상남도,창녕군,산토끼 노래동산,유료,외국인,2018년 11월,-
경상남도,창녕군,우포늪 생태관,유료,내국인,2018년 11월,4987
경상남도,창녕군,우포늪 생태관,유료,외국인,2018년 11월,12
경상남도,창녕군,우포생태촌 유스호스텔,유료,내국인,2018년 11월,946
경상남도,창녕군,창녕박물관,유료,내국인,2018년 11월,5333
경상남도,창녕군,창녕박물관,유료,외국인,2018년 11월,-
경상남도,창녕군,화왕산군립공원,유료,내국인,2018년 11월,39511
경상남도,창녕군,화왕산군립공원,유료,외국인,2018년 11월,-
경상남도,창녕군,화왕산자연휴양림,유료,내국인,2018년 11월,2478
경상남도,창녕군,박진전쟁기념관,무료,내국인,2018년 11월,4743
경상남도,창녕군,부곡온천 르네상스관,무료,내국인,2018년 11월,3133
경상남도,창녕군,비봉리패총전시관,무료,내국인,2018년 11월,345
경상남도,고성군,고성탈박물관,유료,내국인,2018년 11월,614
경상남도,고성군,고성탈박물관,유료,외국인,2018년 11월,-
경상남도,고성군,공룡박물관,유료,내국인,2018년 11월,16399
경상남도,고성군,공룡박물관,유료,외국인,2018년 11월,0
경상남도,고성군,당항포,유료,내국인,2018년 11월,21935
경상남도,고성군,당항포,유료,외국인,2018년 11월,0
경상남도,고성군,고성박물관,무료,내국인,2018년 11월,3610
경상남도,고성군,고성박물관,무료,외국인,2018년 11월,-
경상남도,남해군,남해유배문학관,유료,내국인,2018년 11월,2898
경상남도,남해군,남해유배문학관,유료,외국인,2018년 11월,0
경상남도,남해군,원예예술촌,유료,내국인,2018년 11월,30181
경상남도,남해군,원예예술촌,유료,외국인,2018년 11월,-
경상남도,남해군,이순신영상관,유료,내국인,2018년 11월,1409
경상남도,남해군,이순신영상관,유료,외국인,2018년 11월,-
경상남도,남해군,파독전시관,유료,내국인,2018년 11월,17882
경상남도,남해군,파독전시관,유료,외국인,2018년 11월,-
경상남도,하동군,구재봉 자연휴양림,유료,내국인,2018년 11월,946
경상남도,하동군,금오산 스윙점프,유료,내국인,2018년 11월,0
경상남도,하동군,금오산 짚와이어,유료,내국인,2018년 11월,4701
경상남도,하동군,삼성궁,유료,내국인,2018년 11월,20427
경상남도,하동군,삼성궁,유료,외국인,2018년 11월,530
경상남도,하동군,지리산생태과학관,유료,내국인,2018년 11월,3828
경상남도,하동군,지리산생태과학관,유료,외국인,2018년 11월,0
경상남도,하동군,지리산쌍계사,유료,내국인,2018년 11월,15014
경상남도,하동군,지리산쌍계사,유료,외국인,2018년 11월,437
경상남도,하동군,최참판댁,유료,내국인,2018년 11월,34140
경상남도,하동군,최참판댁,유료,외국인,2018년 11월,108
경상남도,하동군,하동군 청소년수련원,유료,내국인,2018년 11월,200
경상남도,하동군,하동레일파크,유료,내국인,2018년 11월,4428
경상남도,하동군,하동야생차박물관,무료,내국인,2018년 11월,6173
경상남도,하동군,화개장터,무료,내국인,2018년 11월,73076
경상남도,산청군,목면시배유지,유료,내국인,2018년 11월,1274
경상남도,산청군,목면시배유지,유료,외국인,2018년 11월,0
경상남도,산청군,산청한의학박물관,유료,내국인,2018년 11월,18474
경상남도,산청군,산청한의학박물관,유료,외국인,2018년 11월,56
경상남도,산청군,지리산국립공원(거림),무료,내국인,2018년 11월,1004
경상남도,산청군,지리산국립공원(내원),무료,내국인,2018년 11월,5518
경상남도,산청군,지리산국립공원(유평),무료,내국인,2018년 11월,41059
경상남도,산청군,지리산국립공원(중산리),무료,내국인,2018년 11월,7366
경상남도,함양군,지리산국립공원(백무동계곡),무료,내국인,2018년 11월,6146
경상남도,함양군,함양상림,무료,내국인,2018년 11월,59633
경상남도,거창군,가남정보화마을,유료,내국인,2018년 11월,204
경상남도,거창군,가남정보화마을,유료,외국인,2018년 11월,-
경상남도,거창군,가조온천관광지(백두산천지온천),유료,내국인,2018년 11월,-
경상남도,거창군,가조온천관광지(백두산천지온천),유료,내국인,2018년 11월,26700
경상남도,거창군,가조온천관광지(백두산천지온천),유료,외국인,2018년 11월,-
경상남도,거창군,거기애사과마을,유료,내국인,2018년 11월,-
경상남도,거창군,거기애사과마을,유료,외국인,2018년 11월,-
경상남도,거창군,금원산자연휴양림,유료,내국인,2018년 11월,-
경상남도,거창군,금원산자연휴양림,유료,내국인,2018년 11월,4572
경상남도,거창군,금원산자연휴양림,유료,외국인,2018년 11월,-
경상남도,거창군,서변정보화마을,유료,내국인,2018년 11월,0
경상남도,거창군,서변정보화마을,유료,외국인,2018년 11월,0
경상남도,거창군,솔향기돌담마을,유료,내국인,2018년 11월,-
경상남도,거창군,솔향기돌담마을,유료,외국인,2018년 11월,-
경상남도,거창군,수승대관광지,유료,내국인,2018년 11월,5768
경상남도,거창군,수승대관광지,유료,내국인,2018년 11월,-
경상남도,거창군,수승대관광지,유료,외국인,2018년 11월,-
경상남도,거창군,숲옛마을,유료,내국인,2018년 11월,732
경상남도,거창군,숲옛마을,유료,외국인,2018년 11월,0
경상남도,거창군,월성청소년수련원,유료,내국인,2018년 11월,971
경상남도,거창군,월성청소년수련원,유료,외국인,2018년 11월,-
경상남도,거창군,하늘비단마을,유료,내국인,2018년 11월,240
경상남도,거창군,하늘비단마을,유료,외국인,2018년 11월,-
경상남도,거창군,황금원숭이마을,유료,내국인,2018년 11월,120
경상남도,거창군,황금원숭이마을,유료,외국인,2018년 11월,-
경상남도,합천군,가야산국립공원(해인사),유료,내국인,2018년 11월,83328
경상남도,합천군,가야산국립공원(해인사),유료,외국인,2018년 11월,5129
경상남도,합천군,오도산자연휴양림,유료,내국인,2018년 11월,560
경상남도,합천군,오도산자연휴양림,유료,외국인,2018년 11월,0
경상남도,합천군,합천영상테마파크,유료,내국인,2018년 11월,31129
경상남도,합천군,합천영상테마파크,유료,외국인,2018년 11월,0
경상남도,합천군,합천박물관,무료,내국인,2018년 11월,2555
경상남도,합천군,합천박물관,무료,외국인,2018년 11월,0
경상남도,합천군,황매산군립공원,무료,내국인,2018년 11월,37821
제주특별자치도,제주시,도립미술관,유료,내국인,2018년 11월,13265
제주특별자치도,제주시,도립미술관,유료,외국인,2018년 11월,31
제주특별자치도,제주시,만장굴관광지,유료,내국인,2018년 11월,32144
제주특별자치도,제주시,만장굴관광지,유료,외국인,2018년 11월,7187
제주특별자치도,제주시,민속자연사박물관,유료,내국인,2018년 11월,36887
제주특별자치도,제주시,민속자연사박물관,유료,외국인,2018년 11월,4637
제주특별자치도,제주시,비자림,유료,내국인,2018년 11월,63546
제주특별자치도,제주시,비자림,유료,외국인,2018년 11월,336
제주특별자치도,제주시,절물자연휴양림,유료,내국인,2018년 11월,68525
제주특별자치도,제주시,절물자연휴양림,유료,외국인,2018년 11월,-
제주특별자치도,제주시,제주도립 김창열미술관,유료,내국인,2018년 11월,1788
제주특별자치도,제주시,제주도립 김창열미술관,유료,외국인,2018년 11월,7
제주특별자치도,제주시,제주돌문화공원,유료,내국인,2018년 11월,12086
제주특별자치도,제주시,제주돌문화공원,유료,외국인,2018년 11월,484
제주특별자치도,제주시,제주목관아지,유료,내국인,2018년 11월,15134
제주특별자치도,제주시,제주목관아지,유료,외국인,2018년 11월,2029
제주특별자치도,제주시,제주별빛누리공원,유료,내국인,2018년 11월,6231
제주특별자치도,제주시,제주별빛누리공원,유료,외국인,2018년 11월,19
제주특별자치도,제주시,해녀 박물관,유료,내국인,2018년 11월,9106
제주특별자치도,제주시,해녀 박물관,유료,외국인,2018년 11월,2659
제주특별자치도,제주시,국립제주박물관,무료,내국인,2018년 11월,19249
제주특별자치도,제주시,국립제주박물관,무료,외국인,2018년 11월,210
제주특별자치도,제주시,삼양선사유적지,무료,내국인,2018년 11월,4642
제주특별자치도,제주시,삼양선사유적지,무료,외국인,2018년 11월,12
제주특별자치도,제주시,제주항일기념관,무료,내국인,2018년 11월,17358
제주특별자치도,제주시,제주항일기념관,무료,외국인,2018년 11월,141
제주특별자치도,제주시,한라산국립공원,무료,내국인,2018년 11월,74379
제주특별자치도,제주시,한라산국립공원,무료,외국인,2018년 11월,7900
제주특별자치도,제주시,항몽 유적지,무료,내국인,2018년 11월,15775
제주특별자치도,제주시,항몽 유적지,무료,외국인,2018년 11월,277
제주특별자치도,서귀포시,감귤박물관,유료,내국인,2018년 11월,9068
제주특별자치도,서귀포시,감귤박물관,유료,외국인,2018년 11월,210
제주특별자치도,서귀포시,기당미술관,유료,내국인,2018년 11월,1246
제주특별자치도,서귀포시,기당미술관,유료,외국인,2018년 11월,8
제주특별자치도,서귀포시,마라해양도립공원,유료,내국인,2018년 11월,49684
제주특별자치도,서귀포시,마라해양도립공원,유료,외국인,2018년 11월,-
제주특별자치도,서귀포시,산방산,유료,내국인,2018년 11월,37190
제주특별자치도,서귀포시,산방산,유료,외국인,2018년 11월,1660
제주특별자치도,서귀포시,서귀포도립해양공원,유료,내국인,2018년 11월,10940
제주특별자치도,서귀포시,서귀포도립해양공원,유료,외국인,2018년 11월,-
제주특별자치도,서귀포시,서귀포자연휴양림,유료,내국인,2018년 11월,11063
제주특별자치도,서귀포시,서귀포자연휴양림,유료,외국인,2018년 11월,41
제주특별자치도,서귀포시,서복전시관,유료,내국인,2018년 11월,2566
제주특별자치도,서귀포시,서복전시관,유료,외국인,2018년 11월,25
제주특별자치도,서귀포시,성산일출봉,유료,내국인,2018년 11월,113040
제주특별자치도,서귀포시,성산일출봉,유료,외국인,2018년 11월,35661
제주특별자치도,서귀포시,이중섭미술관,유료,내국인,2018년 11월,16897
제주특별자치도,서귀포시,이중섭미술관,유료,외국인,2018년 11월,32
제주특별자치도,서귀포시,일출랜드,유료,내국인,2018년 11월,26529
제주특별자치도,서귀포시,일출랜드,유료,외국인,2018년 11월,193
제주특별자치도,서귀포시,정방폭포,유료,내국인,2018년 11월,49803
제주특별자치도,서귀포시,정방폭포,유료,외국인,2018년 11월,4274
제주특별자치도,서귀포시,중문대포해안주상절리대,유료,내국인,2018년 11월,91401
제주특별자치도,서귀포시,중문대포해안주상절리대,유료,외국인,2018년 11월,13014
제주특별자치도,서귀포시,천제연폭포,유료,내국인,2018년 11월,32751
제주특별자치도,서귀포시,천제연폭포,유료,외국인,2018년 11월,7334
제주특별자치도,서귀포시,천지연폭포,유료,내국인,2018년 11월,97378
제주특별자치도,서귀포시,천지연폭포,유료,외국인,2018년 11월,6347
제주특별자치도,서귀포시,카멜리아힐,유료,내국인,2018년 11월,29373
제주특별자치도,서귀포시,카멜리아힐,유료,외국인,2018년 11월,2554
제주특별자치도,서귀포시,한화아쿠아플라넷제주,유료,내국인,2018년 11월,47800
제주특별자치도,서귀포시,한화아쿠아플라넷제주,유료,외국인,2018년 11월,2350
제주특별자치도,서귀포시,제주추사관,무료,내국인,2018년 11월,8748
제주특별자치도,서귀포시,제주추사관,무료,외국인,2018년 11월,80
서울특별시,종로구,경복궁,유료,내국인,2018년 12월,201767
서울특별시,종로구,경복궁,유료,외국인,2018년 12월,94545
서울특별시,종로구,종묘,유료,내국인,2018년 12월,45469
서울특별시,종로구,종묘,유료,외국인,2018년 12월,4301
서울특별시,종로구,창경궁,유료,내국인,2018년 12월,20647
서울특별시,종로구,창경궁,유료,외국인,2018년 12월,3702
서울특별시,종로구,창덕궁,유료,내국인,2018년 12월,38884
서울특별시,종로구,창덕궁,유료,외국인,2018년 12월,35211
서울특별시,중구,덕수궁,유료,내국인,2018년 12월,129213
서울특별시,중구,덕수궁,유료,외국인,2018년 12월,26817
서울특별시,중구,남산골한옥마을,무료,내국인,2018년 12월,70399
서울특별시,중구,남산골한옥마을,무료,외국인,2018년 12월,14581
서울특별시,중구,서울시립미술관 본관,무료,내국인,2018년 12월,97456
서울특별시,중구,서울시립미술관 본관,무료,외국인,2018년 12월,1916
서울특별시,용산구,국립중앙박물관,유료,내국인,2018년 12월,258904
서울특별시,용산구,국립중앙박물관,유료,외국인,2018년 12월,7811
서울특별시,동대문구,서울약령시 한의약박물관,유료,내국인,2018년 12월,3640
서울특별시,동대문구,서울약령시 한의약박물관,유료,외국인,2018년 12월,141
서울특별시,동대문구,세종대왕기념관,유료,내국인,2018년 12월,174
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,내국인,2018년 12월,5635
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,유료,외국인,2018년 12월,3
서울특별시,서대문구,서대문자연사박물관,유료,내국인,2018년 12월,18664
서울특별시,서대문구,서대문자연사박물관,유료,외국인,2018년 12월,-
서울특별시,서대문구,서대문형무소역사관,유료,내국인,2018년 12월,36304
서울특별시,서대문구,서대문형무소역사관,유료,외국인,2018년 12월,690
서울특별시,마포구,트릭아이미술관,유료,내국인,2018년 12월,3615
서울특별시,마포구,트릭아이미술관,유료,외국인,2018년 12월,18962
서울특별시,서초구,헌릉ㆍ인릉,유료,내국인,2018년 12월,1237
서울특별시,서초구,헌릉ㆍ인릉,유료,외국인,2018년 12월,19
서울특별시,강남구,선릉·정릉,유료,내국인,2018년 12월,11815
서울특별시,강남구,선릉·정릉,유료,외국인,2018년 12월,888
서울특별시,송파구,롯데월드,유료,내국인,2018년 12월,610215
서울특별시,송파구,서울스카이,유료,내국인,2018년 12월,134116
서울특별시,송파구,아쿠아리움,유료,내국인,2018년 12월,122238
부산광역시,영도구,태종대 관광지,유료,내국인,2018년 12월,65173
부산광역시,영도구,태종대 관광지,유료,외국인,2018년 12월,-
부산광역시,남구,부산시립박물관,무료,내국인,2018년 12월,13480
부산광역시,남구,부산시립박물관,무료,외국인,2018년 12월,1660
부산광역시,북구,구포국수체험관,유료,내국인,2018년 12월,920
부산광역시,북구,기후변화체험관,유료,내국인,2018년 12월,6044
부산광역시,북구,문화빙상센터,유료,내국인,2018년 12월,9823
부산광역시,해운대구,부산아쿠아리움,유료,내국인,2018년 12월,50353
부산광역시,해운대구,부산아쿠아리움,유료,외국인,2018년 12월,-
부산광역시,해운대구,누리마루 APEC하우스,무료,내국인,2018년 12월,189977
부산광역시,사하구,감천문화마을,무료,내국인,2018년 12월,242360
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,유료,내국인,2018년 12월,71196
부산광역시,강서구,한국마사회 렛츠런파크 부산경남,유료,외국인,2018년 12월,-
부산광역시,기장군,국립부산과학관,유료,내국인,2018년 12월,93448
대구광역시,중구,구암서원,유료,내국인,2018년 12월,1649
대구광역시,중구,구암서원,유료,외국인,2018년 12월,765
대구광역시,중구,향촌문화관,유료,내국인,2018년 12월,9080
대구광역시,중구,향촌문화관,유료,외국인,2018년 12월,232
