시도,군구,관광지명,유료/무료,연도월,입장객수,연도
서울특별시,중구,남산골한옥마을,,2019년 01월,10076.0,2019
서울특별시,중구,덕수궁,,2019년 01월,20602.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 01월,2544.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 01월,7259.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 01월,114.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 01월,14.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 01월,0.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 01월,2161.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 01월,13160.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 01월,4.0,2019
서울특별시,강남구,선릉·정릉,,2019년 01월,715.0,2019
서울특별시,종로구,경복궁,,2019년 02월,109846.0,2019
서울특별시,종로구,종묘,,2019년 02월,2355.0,2019
서울특별시,종로구,창경궁,,2019년 02월,4668.0,2019
서울특별시,종로구,창덕궁,,2019년 02월,29064.0,2019
서울특별시,중구,남산골한옥마을,,2019년 02월,9719.0,2019
서울특별시,중구,덕수궁,,2019년 02월,23623.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 02월,2427.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 02월,7620.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 02월,110.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 02월,6.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 02월,0.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 02월,1799.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 02월,15886.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 02월,8.0,2019
서울특별시,강남구,선릉·정릉,,2019년 02월,780.0,2019
서울특별시,종로구,경복궁,,2019년 03월,129009.0,2019
서울특별시,종로구,종묘,,2019년 03월,6271.0,2019
서울특별시,종로구,창경궁,,2019년 03월,6192.0,2019
서울특별시,종로구,창덕궁,,2019년 03월,43612.0,2019
서울특별시,중구,남산골한옥마을,,2019년 03월,13711.0,2019
서울특별시,중구,덕수궁,,2019년 03월,30064.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 03월,1928.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 03월,8787.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 03월,275.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 03월,14.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 03월,10.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 03월,2794.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 03월,18111.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 03월,19.0,2019
서울특별시,강남구,선릉·정릉,,2019년 03월,1363.0,2019
서울특별시,종로구,경복궁,,2019년 04월,163903.0,2019
서울특별시,종로구,종묘,,2019년 04월,7126.0,2019
서울특별시,종로구,창경궁,,2019년 04월,13066.0,2019
서울특별시,종로구,창덕궁,,2019년 04월,71209.0,2019
